pl_name,radius_earth,mass_earth,semi_major_axis_au,period_days,insol_earth,t_eq_K,star_teff_K,star_radius_solar,star_mass_solar,source
OGLE-2018-BLG-0567L b,,101.7056,2.72,,,,,,0.24,ExoplanetEU
OGLE-2018-BLG-0596 b,,8.486061,2.15,,,,,,0.2,ExoplanetEU
OGLE-2018-BLG-0677L b,,3.9601618,0.63,,,,,,0.1,ExoplanetEU
OGLE-2018-BLG-0740L b,12.890349999999998,1525.5839999999998,5.0,5480.0,,,5912.0,,1.0,NASA
OGLE-2018-BLG-0799L b,,130.31029999999998,1.38,,,,,,0.16,ExoplanetEU
OGLE-2018-BLG-0932 b,,282.8687,1.75,,,,,,0.72,ExoplanetEU
OGLE-2018-BLG-0962,,435.4271,3.57,,,,,,0.55,ExoplanetEU
OGLE-2018-BLG-0977 b,,6.388382999999999,2.0,,,,,,0.47,ExoplanetEU
OGLE-2018-BLG-1011L b,,572.0939999999999,1.8,,,,,,0.18,ExoplanetEU
OGLE-2018-BLG-1011L c,,889.9239999999999,0.8,,,,,,0.18,ExoplanetEU
OGLE-2018-BLG-1119 b,,289.2253,4.06,,,,,,0.48,ExoplanetEU
OGLE-2018-BLG-1126 b,,17.798479999999998,3.23,,,,,,0.69,ExoplanetEU
OGLE-2018-BLG-1185 b,,8.390711999999999,1.537,,,,,,0.37,ExoplanetEU
OGLE-2018-BLG-1212 b,,63.566,1.68,,,,,,0.16,ExoplanetEU
OGLE-2018-BLG-1269L b,,219.30269999999996,4.61,,,,,,1.13,ExoplanetEU
OGLE-2018-BLG-1367 b,,301.9385,1.21,,,,,,0.28,ExoplanetEU
OGLE-2018-BLG-1428L b,,244.7291,3.3,,,,,,0.43,ExoplanetEU
OGLE-2018-BLG-1489 b,,15891.5,3.5,,,,,,0.48,ExoplanetEU
OGLE-2018-BLG-1544 b,,3559.6959999999995,6.21,,,,,,0.62,ExoplanetEU
OGLE-2018-BLG-1647 b,,308.2951,1.36,,,,,,0.092,ExoplanetEU
OGLE-2018-BLG-1700L b,,1398.452,2.8,,,,,,0.54,ExoplanetEU
OGLE-2019-BLG-0033 b,,14715.528999999999,0.585,,,,,,0.1494,ExoplanetEU
OGLE-2019-BLG-0249 b,,2262.9496,1.84,,,,,,,ExoplanetEU
OGLE-2019-BLG-0299 b,,1976.9026,2.8,,,,,,0.46,ExoplanetEU
OGLE-2019-BLG-0304 b,,162.0933,1.23,,,,,,0.27,ExoplanetEU
OGLE-2019-BLG-0362 b,,1048.839,2.7,,,,,,0.42,ExoplanetEU
OGLE-2019-BLG-0468L b,,1090.1569,3.29,,,,,,0.92,ExoplanetEU
OGLE-2019-BLG-0468L c,,3248.2226,2.77,,,,,,0.92,ExoplanetEU
OGLE-2019-BLG-0551 b,,7.691485999999999,,,,,,,,ExoplanetEU
OGLE-2019-BLG-0679 b,,1061.5521999999999,6.99,,,,,,,ExoplanetEU
OGLE-2019-BLG-0825 b,,15891.5,0.06,,,,,,0.87,ExoplanetEU
OGLE-2019-BLG-0954L b,,4513.186,2.65,,,,,,0.8,ExoplanetEU
OGLE-2019-BLG-0960L b,,1.90698,1.7,,,,,,0.4,ExoplanetEU
OGLE-2019-BLG-1053L b,,2.4790739999999998,3.4,,,,,,0.61,ExoplanetEU
OGLE-2019-BLG-1180L b,,556.2025,5.19,,,,,,0.545,ExoplanetEU
OGLE-2019-BLG-1470L (AB)b,,699.226,3.1,,,,,,0.72,ExoplanetEU
OGLE-2019-BLG-1492 b,,37.090761,2.7,,,,,,0.68,ExoplanetEU
OGLE-2023-BLG-0524,,9.312419,,,,,,,,ExoplanetEU
OGLE-2023-BLG-0836L (AB)b,,1385.7388,3.7,,,,,,0.56,ExoplanetEU
OGLE-GD-ECL-11388 (AB)b,,,3.65,3250.0,,,30000.0,0.21,0.47,ExoplanetEU
OGLE-TR-10 b,14.01125,197.0546,0.0434,3.101278,,1702.0,5950.0,1.17,1.14,NASA
OGLE-TR-111 b,11.421971,174.8065,0.0473,4.0144463,,1019.0,5040.0,0.83,0.82,NASA
OGLE-TR-113 b,12.251437,400.4658,0.02289,1.4324752,528.4147,1342.0,4790.0,0.774,0.779,NASA
OGLE-TR-132 b,13.4508,375.03939999999994,0.03035,1.689868,,2013.0,6210.0,1.32,1.305,NASA
OGLE-TR-182 b,12.66617,321.00829999999996,0.051,3.9791,,1550.0,5924.0,1.14,1.14,NASA
OGLE-TR-211 b,15.244240000000001,327.3649,0.051,3.67724,,1686.0,6325.0,1.64,1.33,NASA
OGLE-TR-56 b,15.27802627989,441.78369999999995,0.02383,1.2119189,,2212.0,6050.0,1.363,1.228,NASA
OGLE2-TR-L9 b,18.046490000000002,1430.235,0.0308,2.4855335,4135.3642,2034.0,6933.0,1.53,1.52,NASA
ONC J083.76-05.44,,2796.904,,,,2179.0,,,,ExoplanetEU
OT J0019+4649 b,,12389.013399999998,,0.057,,,,,,ExoplanetEU
OT J0301+4011 b,,18974.451,,0.062,,,,,,ExoplanetEU
OT J1112-3538 b,,11054.1274,0.0021,0.0585,,,9175.7,0.01,0.338,ExoplanetEU
OTS-44,,3655.0449999999996,,,,1700.0,,,,ExoplanetEU
OY Car b,,2695.1984,6.18,,,,,,,ExoplanetEU
Oph 11,26.004879999999996,16844.989999999998,,,,,,,,ExoplanetEU
Oph 11 b,12.3299,4449.62,243.0,7300000.0,,2175.0,2375.0,0.232692,0.016,NASA
Oph-T17,,3178.2999999999997,,,,900.0,,,,ExoplanetEU
Oph-T3,,3178.2999999999997,,,,1000.0,,,,ExoplanetEU
PC 0025+0447,16.58932,8632.2628,,,,1945.0,,,,ExoplanetEU
PDS 110 b,,11124.05,2.0,,,,,2.23,1.6,ExoplanetEU
PDS 70 b,30.488480000000003,953.49,20.0,43500.0,,1204.0,3972.0,1.26,0.76,NASA
PDS 70 c,22.86636,635.66,34.0,,,995.0,3972.0,1.26,0.76,NASA
PDS 70 e,,10806.22,4.5,,,,4237.0,1.26,0.76,ExoplanetEU
PH1 b,6.176159,168.76773,0.652,138.317,,481.0,6407.0,1.734,1.528,NASA
PH2 b,9.337097,87.08542,0.833,282.52542,1.2,295.1,5734.0,0.949,0.966,NASA
PLIZ 28,8.698184,10488.39,,,,2350.0,,,,ExoplanetEU
PLIZ 35,8.765438,8899.24,,,,2110.0,,,,ExoplanetEU
PLZJ 100,,3496.1299999999997,,,,1100.0,,,,ExoplanetEU
PLZJ 112,,3496.1299999999997,,,,,,,,ExoplanetEU
PLZJ 21,9.41556,762.7919999999999,,,,2674.0,,,,ExoplanetEU
PLZJ 23,,3496.1299999999997,,,,,,,,ExoplanetEU
PLZJ 323,,3496.1299999999997,,,,,,,,ExoplanetEU
PLZJ 61,13.114529999999998,572.0939999999999,,,,1631.0,,,,ExoplanetEU
PLZJ 93,,3496.1299999999997,,,,,,,,ExoplanetEU
PM J13518+4157 b,,12713.199999999999,1000.0,,,,3491.0,0.496,0.494,ExoplanetEU
PNV J172929 b,,18561.271999999997,,0.05973,,,,,,ExoplanetEU
POTS-1 b,10.547668999999999,734.1872999999999,0.03734,3.1606296,,,4400.0,0.588,0.695,NASA
PPL 15 b,,19069.8,0.02,5.825,,,,,0.07,ExoplanetEU
PQ And b,20.1762,17798.48,,0.0558,,2500.0,12000.0,0.0165,0.47,ExoplanetEU
PR Her b,,13031.029999999999,0.002,0.0542,,,9357.77,0.01,0.34,ExoplanetEU
PSO J060.3+25,17.82231,1906.98,,,,2112.0,,,,ExoplanetEU
PSO J077.1+24,20.06411,1875.1970000000001,,,,1971.0,,,,ExoplanetEU
PSO J159.2-26.38,,1589.1499999999999,,,,,,,,ExoplanetEU
PSO J228.6-29,18.49485,4799.232999999999,,,,2112.0,,,,ExoplanetEU
PSO J229.2-26,18.15858,4989.931,,,,2270.0,,,,ExoplanetEU
PSO J231.7-26,24.21144,6356.599999999999,,,,2270.0,,,,ExoplanetEU
PSO J231.8-29,27.46205,7945.75,,,,2270.0,,,,ExoplanetEU
PSO J237.1-23,,11441.88,,,,,,,,ExoplanetEU
PSO J239.7-23,19.95202,5148.846,,,,2270.0,,,,ExoplanetEU
PSO J243.9+67,10.603713999999998,352.79130000000004,,,,1458.0,,,,ExoplanetEU
PSO J316.1-09,8.249824,4989.931,,,,2610.0,,,,ExoplanetEU
PSO J318.5-22,15.804689999999999,2253.4147,,,,1210.0,,,,ExoplanetEU
PSR 1719-14 b,4.4836,317.83,0.0044,0.090706293,,,,,1.4,ExoplanetEU
PSR B0329+54 b,,,10.26,10139.34,,,,,,ExoplanetEU
PSR B0943+10 b,,,1.8,730.0,,,,,1.5,ExoplanetEU
PSR B0943+10 c,,,2.9,1460.0,,,,,1.5,ExoplanetEU
PSR B1257+12 b,,0.022248099999999996,0.19,25.262,,,,,,ExoplanetEU
PSR B1257+12 c,,4.13179,0.36,66.5419,,,,,,ExoplanetEU
PSR B1257+12 d,,3.81396,0.46,98.2114,,,,,,ExoplanetEU
PSR B1620-26 (AB)b,,794.5749999999999,23.0,36525.0,,,,,1.35,ExoplanetEU
PSR B1802-07 b,,,0.008098,0.071092,,,,,1.4,ExoplanetEU
PSR J0023+0923 b,,5991.0955,0.00586,0.1375,,,,,1.4,ExoplanetEU
PSR J0023-7203J b,,,0.005378,0.12066,,,,,1.4,ExoplanetEU
PSR J0024-7204I b,,,0.008246,0.22979,,,,,1.4,ExoplanetEU
PSR J0024-7204O b,,,0.005826,0.13597,,,,,,ExoplanetEU
PSR J0024-7204P b,,,,0.1472,,,,,1.4,ExoplanetEU
PSR J0024-7204R b,,,0.0036,0.0662,,,,,,ExoplanetEU
PSR J0251+2606 b,,,0.007596,0.2024406405,,,,,1.4,ExoplanetEU
PSR J0312-0921 b,,3327.6801,0.00465,0.0975,,,,,1.4,ExoplanetEU
PSR J0610-2100 b,,,0.009553,0.28601600633,,,,,1.4,ExoplanetEU
PSR J0636+5129	b,8.29466,2701.555,0.0036,0.0665513392,,,,,1.4,ExoplanetEU
PSR J0742+4110 b,,,0.0276,1.385361182,,,,1.43e-05,1.4,ExoplanetEU
PSR J0952-0607 b,,10170.56,,,,,,,,ExoplanetEU
PSR J1124-3653 b,,,0.008275,0.23,,,,,1.4,ExoplanetEU
PSR J1211-0633 b,,,0.0116,0.38634962,,,,1.43e-05,1.4,ExoplanetEU
PSR J1301+0833 b,,11441.88,,,,,,,,ExoplanetEU
PSR J1311-3430 b,,3813.96,,0.065115,,,,,,ExoplanetEU
PSR J1317-0157 b,,,0.004391,0.089128297,,,,1.43e-05,1.4,ExoplanetEU
PSR J1446-4701 b,,7310.089999999999,0.0093,0.27766607732,,,,,1.4,ExoplanetEU
PSR J1502-6752 b,,8263.58,0.04,2.48445723,,,,,,ExoplanetEU
PSR J1513-2550 b,,,0.00698,0.1786354505,,,,,1.4,ExoplanetEU
PSR J1518+0204C b,,,0.004339,0.08682882871,,,,,1.4,ExoplanetEU
PSR J1518+0204G b,,,0.005175,0.113928309,,,,,1.4,ExoplanetEU
PSR J1544+4937 b,,,0.00537,0.1207729895,,,,,1.7,ExoplanetEU
PSR J1555-2908 b,,19069.8,0.0084,0.2335002682,,5420.0,,,1.67,ExoplanetEU
PSR J1627+3219 b,,,0.007,0.18,,,,,1.4,ExoplanetEU
PSR J1630+3550 b,,,,0.315863166,,,,,1.4,ExoplanetEU
PSR J1641+3627E b,,,,0.11261745834,,,,,,ExoplanetEU
PSR J1641+8049 b,23.98726,15306.692799999999,0.004395,0.091666666666,,5970.0,,1.87e-05,1.3,ExoplanetEU
PSR J1653-0158 b,,4449.62,,,,,,,,ExoplanetEU
PSR J1701-3006E b,,11124.05,0.0065,0.16,,,,,1.4,ExoplanetEU
PSR J1701-3006F b,,,0.007526,0.2,,,,,1.4,ExoplanetEU
PSR J1720-0534 b,,,,0.13169857686,,,,,,ExoplanetEU
PSR J1737-0314A b,,,0.00212,0.228,,,,,1.4,ExoplanetEU
PSR J1745+1017 b,,,,0.730241444,,,,,,ExoplanetEU
PSR J1748-2021H,,2396.4382,0.0111,0.360787526,,,,,1.4,ExoplanetEU
PSR J1748-2446O b,,,0.008995,0.2595,,,,,1.4,ExoplanetEU
PSR J1748-2446ae b,,,0.006771,0.17073,,,,,1.4,ExoplanetEU
PSR J1805+0615 b,,7310.089999999999,0.01066,0.3368720352,,,,,1.4,ExoplanetEU
PSR J1807-2459 A b,,2987.602,,0.07,,,,,1.4,ExoplanetEU
PSR J1810+1744 b,,,0.00566,0.070833333,,,,,1.4,ExoplanetEU
PSR J1824-2452G b,,,0.004875,0.1046,,,,,1.4,ExoplanetEU
PSR J1824-2452J b,,,0.00465,0.0974,,,,,1.4,ExoplanetEU
PSR J1824-2452L b,,,0.008162,0.22571,,,,,1.4,ExoplanetEU
PSR J1824-2452M b,,,0.00854,0.242519219,,,,,1.4,ExoplanetEU
PSR J1824-2452N b,,,0.006478,0.1984933151,,,,,1.4,ExoplanetEU
PSR J1836-2354A b,,,0.007595,0.20276,,,,,1.4,ExoplanetEU
PSR J1853-0842A b,,,0.00618,0.1482829972,,,,,1.4,ExoplanetEU
PSR J1908+2105 b,,,0.00616,0.1463168431,,,,,1.4,ExoplanetEU
PSR J1911+0102A b,,,0.00596,0.140996,,,,,1.4,ExoplanetEU
PSR J1928+1245 b,,,0.005825,0.1366347269,,,,,1.4,ExoplanetEU
PSR J1953+1844E b,4.360301,6356.599999999999,0.002445,0.0370398638,,6000.0,,,,ExoplanetEU
PSR J1953+1846A b,,,0.00694,0.1766,,,,,1.4,ExoplanetEU
PSR J1959+2048 b,,7627.92,,0.38,,,,,,ExoplanetEU
PSR J2017-1614 b,,,0.00535,0.0978252578,,,,,2.4,ExoplanetEU
PSR J2047+1053 b,,,0.00537,0.12,,,,,1.4,ExoplanetEU
PSR J2051-0827 b,,8994.589,,0.099110266,,,,,1.4,ExoplanetEU
PSR J2052+1219 b,,,0.005659,0.12959037294,,,,,1.4,ExoplanetEU
PSR J2055+3829 b,,12395.369999999999,,0.12959037293,,,,,1.4,ExoplanetEU
PSR J2214+3000 b,,,0.01226,0.416632943,,,,1.44e-05,1.4,ExoplanetEU
PSR J2234+0944  b,,,0.0123,0.42,,,,,1.4,ExoplanetEU
PSR J2241-5236 b,,3813.96,,0.1456722395,,,,,1.35,ExoplanetEU
PSR J2256-1024 b,,10370.7929,0.0072,0.2128833333,,,,,1.4,ExoplanetEU
PSR J2322-2650 b,,,0.0102,0.322964004,,1900.0,,,1.4,ExoplanetEU
PT And b,,8406.6035,,0.056,,,,,,ExoplanetEU
PZ Tel b,11.99363,8581.41,27.0,44000.0,,,5169.0,1.25646,1.36,NASA
Par-Lup3-1,,12713.199999999999,,,,,,,,ExoplanetEU
Pollux b,,,1.69,589.64,,,4666.0,9.3,1.47,ExoplanetEU
Pr 0201 b,,,,4.4264,,,6174.0,1.167,1.234,ExoplanetEU
Pr 0211 Ab,,,0.03184,2.14609,,,,0.827,0.935,ExoplanetEU
Pr 0211 Ac,,,5.8,5300.0,,,,0.827,0.935,ExoplanetEU
Pr0201 b,14.23543,171.6282,0.06,4.4264,,,6174.0,1.15,1.24,NASA
Pr0211 b,13.4508,597.5203999999999,0.03176,2.1461,,,5300.0,0.827,0.935,NASA
Pr0211 c,12.55408,2475.8957,5.5,4850.0,,,5300.0,0.827,0.935,NASA
Proplyd 133-353,,4131.79,,,,,,,,ExoplanetEU
Proxima Cen b,1.0233817,1.055004902,0.04848,11.18465,0.641,218.0,2900.0,0.141,0.1221,NASA
Proxima Cen d,0.6927162,0.2600008315,0.02881,5.12338,1.814,282.0,2900.0,0.141,0.1221,NASA
Proxima Centauri b,,,0.04856,11.1881,,216.0,3050.0,0.141,0.15,ExoplanetEU
Proxima Centauri d,,,0.02885,5.167,,,3050.0,0.141,0.15,ExoplanetEU
QZ Lib b,11.209,10170.56,0.00293,0.06436,,1700.0,10500.0,0.01,0.83,ExoplanetEU
QZ Ser b,,,0.019,1.04,,,,0.01,0.9,ExoplanetEU
Qatar-1 Ab,12.811887,411.27202,0.02332,1.42002504,,,5013.0,0.803,0.838,ExoplanetEU
Qatar-1 b,12.811887,411.27202,0.02332,1.4200242,382.328,1418.0,5013.0,0.803,0.838,NASA
Qatar-10 b,17.295486999999998,233.92288,0.0286,1.645321,1816.48,1955.0,6124.0,1.254,1.156,NASA
Qatar-2 b,14.056085999999999,792.6680200000001,0.02153,1.33711647,,1344.0,4645.0,0.776,0.743,NASA
Qatar-3 Ab,12.285064,1369.8473,0.03783,2.5079204,,1681.0,6207.39,1.727,1.19,ExoplanetEU
Qatar-3 b,12.285064,1369.8473,0.03783,2.5079204,1330.0,1681.0,6007.0,1.272,1.145,NASA
Qatar-4 b,12.722215,1938.7629999999997,0.02803,1.8053564,614.0,1385.0,5215.0,0.849,0.896,NASA
Qatar-5 b,12.408363,1373.0256,0.04127,2.8792319,669.0,1415.0,5747.0,1.076,1.128,NASA
Qatar-6 Ab,11.903958,212.31044,0.0423,3.506189,,1006.0,5052.0,0.722,0.822,ExoplanetEU
Qatar-6 b,11.903958,212.31044,0.0423,3.506195,174.9015,1006.0,5052.0,0.722,0.822,NASA
Qatar-7 b,19.0553,597.5203999999999,0.0352,2.032046,2886.2922,2053.0,6387.0,1.564,1.409,NASA
Qatar-8 b,14.403564999999999,117.91493,0.0474,3.71495,698.148,1457.0,5738.0,1.315,1.029,NASA
Qatar-9 b,11.309880999999999,378.2177,0.0234,1.540731,210.669,1134.0,4309.0,0.696,0.719,NASA
RE J1255+266 b,,15891.5,0.00322,0.08298,,,13000.0,0.01,0.8,ExoplanetEU
RIK 72 b,34.29954,17830.263,,97.84,,2722.0,3349.0,0.961,0.439,ExoplanetEU
ROXs 12 Ab,24.6598,6038.7699999999995,210.0,,,3100.0,3850.0,,0.87,ExoplanetEU
ROXs 12 b,12.21781,5085.28,210.0,,,,3850.0,1.06627,0.87,NASA
ROXs 42 B b,12.55408,2860.47,157.0,,,1975.0,3433.0,1.33658,1.0,NASA
ROXs 42B (AB)b,23.5389,4131.79,140.0,,,,2200.0,,0.6,ExoplanetEU
RR Cae (AB) b,,,5.2,5479.0,,,,,0.622,ExoplanetEU
RR Cae b,13.002439999999998,1334.886,5.3,4343.5,,,3904.0,0.193119,0.44,NASA
RX J0557.3+6832 b,,19514.762,,0.0529,,,,,,ExoplanetEU
RX J1511.6-3249B b,,12649.633999999998,2920.0,,,,4154.74,1.326,0.8,ExoplanetEU
RX J1558.1-2405B b,,9534.9,86.0,,,,3122.0,0.377,0.13,ExoplanetEU
RX J1608.9-3905 Ab,,6769.7789999999995,7542.0,,,,4715.22,1.81,1.4,ExoplanetEU
RX J1832-33 b,,8263.58,0.0044,0.089583,,,,,1.4,ExoplanetEU
RX Vol b,13.56289,20341.12,,0.0603,,,,,,ExoplanetEU
Rho Oph BD 1,31.385199999999998,6356.599999999999,,,,2550.0,,,,ExoplanetEU
Roque 12,14.5717,19069.8,,,,,,,,ExoplanetEU
Roque 12 b,11.209,6356.599999999999,,70.0,,,,,,ExoplanetEU
Roque 13,16.92559,4481.402999999999,,,,2661.0,,,,ExoplanetEU
Roque 25,10.390743,762.7919999999999,,,,2603.0,,,,ExoplanetEU
Roque 7,14.45961,2733.3379999999997,,,,2736.0,,,,ExoplanetEU
Ross 128 b,1.1074492,1.3999998321,0.0496,9.8658,1.38,301.0,3192.0,0.1967,0.168,NASA
Ross 176 b,1.84000319481,4.5700235389,0.0464,5.0066338,36.2,682.0,4041.0,0.569,0.577,NASA
Ross 19 b,,8581.41,9900.0,,,,3481.0,0.338,0.362,ExoplanetEU
Ross 458 (AB)b,11.99363,3591.4790000000003,1168.0,,,,,,0.6,ExoplanetEU
Ross 458 c,14.01125,1906.98,1100.0,,,,3965.42,0.562566,0.556419,NASA
Ross 508 b,1.827067,4.000020860299999,0.05366,10.77,,,3071.0,0.2113,0.1774,NASA
Ruiz 207-61,11.54527,24472.91,,,,2151.0,,,,ExoplanetEU
S Ori 17,,19069.8,,,,2860.0,,,,ExoplanetEU
S Ori 20,,17162.82,,,,,,,,ExoplanetEU
S Ori 25,,15891.5,,,,2683.0,,,,ExoplanetEU
S Ori 27,,15891.5,,,,,,,,ExoplanetEU
S Ori 28,,14620.179999999998,,,,,,,,ExoplanetEU
S Ori 30,,19069.8,,,,2860.0,,,,ExoplanetEU
S Ori 31,,13984.519999999999,,,,,,,,ExoplanetEU
S Ori 32,,13031.029999999999,,,,,,,,ExoplanetEU
S Ori 36,,15891.5,,,,2815.0,,,,ExoplanetEU
S Ori 39,,15891.5,,,,2815.0,,,,ExoplanetEU
S Ori 42,,6356.599999999999,,,,2611.0,,,,ExoplanetEU
S Ori 44,,9534.9,,,,2683.0,,,,ExoplanetEU
S Ori 45,,8263.58,,,,,,,,ExoplanetEU
S Ori 47,38.1106,6038.7699999999995,,,,2102.0,,,,ExoplanetEU
S Ori 50,,3178.2999999999997,,,,2394.0,,,,ExoplanetEU
S Ori 51,,3178.2999999999997,,,,2394.0,,,,ExoplanetEU
S Ori 52,30.264300000000002,4767.45,,,,2100.0,,,,ExoplanetEU
S Ori 53,,4449.62,,,,,,,,ExoplanetEU
S Ori 56,,3178.2999999999997,,,,1700.0,,,,ExoplanetEU
S Ori 58,,3178.2999999999997,,,,2248.0,,,,ExoplanetEU
S Ori 60,,2542.64,,,,1700.0,,,,ExoplanetEU
S Ori 61,,12713.199999999999,,,,2248.0,,,,ExoplanetEU
S Ori 62,,2542.64,,,,,,,,ExoplanetEU
S Ori 65,,1589.1499999999999,,,,1756.0,,,,ExoplanetEU
S Ori 68,,1589.1499999999999,1700.0,,,,,,,ExoplanetEU
S Ori 70,,1430.235,,,,1050.0,,,,ExoplanetEU
S Ori 71,,6038.7699999999995,,,,,,,,ExoplanetEU
S Ori 72,,1271.32,,,,,,,,ExoplanetEU
S Ori 73,,1271.32,,,,,,,,ExoplanetEU
S Ori J05370549-0251290,,2733.3379999999997,,,,2300.0,,,,ExoplanetEU
S Ori J05380006-0247066,,2574.423,,,,2000.0,,,,ExoplanetEU
S Ori J05380323-0226568,,3178.2999999999997,,,,2102.0,,,,ExoplanetEU
S Ori J053804.65-021352.5,,1620.9329999999998,,,,,,,,ExoplanetEU
S Ori J053818.2-023539,,12713.199999999999,,,,2683.0,,,,ExoplanetEU
S Ori J053821.3-023336,,19069.8,,,,2860.0,,,,ExoplanetEU
S Ori J05382471-0300283,,3432.564,,,,,,,,ExoplanetEU
S Ori J053825.4-024241,,15891.5,,,,,,,,ExoplanetEU
S Ori J053826.1-024041,,17162.82,,,,,,,,ExoplanetEU
S Ori J05382650-0209257,,4100.007,,,,2350.0,,,,ExoplanetEU
S Ori J053829.0-024847,,16844.989999999998,,,,,,,,ExoplanetEU
S Ori J05382951-0259591,,3877.5259999999994,,,,2250.0,,,,ExoplanetEU
S Ori J05382952-0229370,,3241.8659999999995,,,,2100.0,,,,ExoplanetEU
S Ori J05382962-0304382,,3941.092,,,,2300.0,,,,ExoplanetEU
S Ori J053844.4-024037,,15891.5,,,,2815.0,,,,ExoplanetEU
S Ori J053844.5-025512,,2224.81,,,,,,,,ExoplanetEU
S Ori J053849.5-024934,,5720.94,,,,,,,,ExoplanetEU
S Ori J053853.8-024459,,15891.5,,,,2860.0,,,,ExoplanetEU
S Ori J053854.9-024034,,6356.599999999999,,,,2539.0,,,,ExoplanetEU
S Ori J053855.4-024121,,14302.349999999999,,,,,,,,ExoplanetEU
S Ori J05385751-0229055,,2860.47,,,,2102.0,,,,ExoplanetEU
S Ori J053858.6-025228,,3496.1299999999997,,,,,,,,ExoplanetEU
S Ori J053909.10-020026.8,,12713.199999999999,,,,2795.0,,,,ExoplanetEU
S Ori J053912.8-022453,,15891.5,,,,2860.0,,,,ExoplanetEU
S Ori J053918.1-025257,,8899.24,,,,,,,,ExoplanetEU
S Ori J053922.2-024552,,13984.519999999999,,,,,,,,ExoplanetEU
S Ori J053929.4-024636,,,,,,,,,,ExoplanetEU
S Ori J053932.4-025220,,2224.81,,,,,,,,ExoplanetEU
S Ori J053944.5-025959,,4131.79,,,,,,,,ExoplanetEU
S Ori J053949.5-023130,,2542.64,,,,,,,,ExoplanetEU
S Ori J053954.3-023719,,17798.48,,,,,,,,ExoplanetEU
S Ori J053956.8-025315,,3813.96,,,,,,,,ExoplanetEU
S Ori J05400004-0240331,,2669.772,,,,,,,,ExoplanetEU
S Ori J054004.5-023642,,12395.369999999999,,,,,,,,ExoplanetEU
S Ori J054007.0-023604,,3813.96,,,,,,,,ExoplanetEU
S Ori J054011.6-025135,,1906.98,,,,,,,,ExoplanetEU
S Ori J05401734-0236226,,2129.461,,,,1800.0,,,,ExoplanetEU
S Ori J05403782-0240011,,2351.942,,,,1800.0,,,,ExoplanetEU
S1429 b,,,0.384,77.51,,683.0,6000.0,2.13,1.26,ExoplanetEU
SAX J1808.4-3658 b,14.123339999999999,16638.4005,0.00424,0.08375,,4300.0,,,1.4,ExoplanetEU
SBSS 1108+574 b,,,0.00193,0.38402777,,,12000.0,0.01,0.6,ExoplanetEU
SCH1609 b,34.411629999999995,17480.649999999998,20.9,,,2850.0,2990.0,0.356,0.079,ExoplanetEU
SCR J0959-3007 b,,11124.05,1165.0,,,,,,,ExoplanetEU
SCR J1845-6357 b,7.846299999999999,14302.349999999999,4.5,,,950.0,2650.0,,0.09,ExoplanetEU
SDSS J0000+2554,11.09691,15115.9948,,,,1227.0,,,,ExoplanetEU
SDSS J0129+3842 b,,,0.001425,0.02608,,,14110.0,0.01,0.551,ExoplanetEU
SDSS J0247-1631,,15255.84,,,,,,,,ExoplanetEU
SDSS J0247-1631 b,,11441.88,3.8,,,,,,,ExoplanetEU
SDSS J0351+4810,,18434.14,,,,,,,,ExoplanetEU
SDSS J0351+4810 b,,11441.88,3.8,,,,,,,ExoplanetEU
SDSS J0423-0414,,16400.028,,,,1412.0,,,,ExoplanetEU
SDSS J0423-0414 b,,10106.994,2.45,6387.5,,1350.0,,,,ExoplanetEU
SDSS J080531+481233 A,,19069.8,,,,,,,,ExoplanetEU
SDSS J080531+481233 b,,21065.772399999998,0.82,740.43,,,,,,ExoplanetEU
SDSS J0902+3819 b,,,0.00191,0.033548611,,,14000.0,0.01,0.8,ExoplanetEU
SDSS J0909+6525,,15255.84,,,,,,,,ExoplanetEU
SDSS J0909+6525 b,,11441.88,29.0,,,,,,,ExoplanetEU
SDSS J0926+3624 b,5.26823,11124.05,0.0013,0.0196,,3570.0,17000.0,0.00924,0.872,ExoplanetEU
SDSS J0926+5847,,6038.7699999999995,,,,,,,,ExoplanetEU
SDSS J0926+5847 b,,6038.7699999999995,1.8,4708.5,,,,,,ExoplanetEU
SDSS J0931+2802 b,,11441.88,37.0,,,,,,0.076,ExoplanetEU
SDSS J1021+2349 b,,7627.92,,0.056,,,9000.0,0.01,,ExoplanetEU
SDSS J1021-0304,11.209,9217.07,,,,,,,,ExoplanetEU
SDSS J1021-0304 b,11.43318,7310.089999999999,7.2,31390.0,,,,,,ExoplanetEU
SDSS J1035+0551 b,12.10572,16654.291999999998,0.00288,0.057,,,10100.0,0.0087,0.94,ExoplanetEU
SDSS J1039+3256,,,,,,,,,,ExoplanetEU
SDSS J1039+3256 b,,11441.88,34.0,,,,,,,ExoplanetEU
SDSS J1052+4422,,15573.67,,,,,,,,ExoplanetEU
SDSS J1052+4422 b,,12395.369999999999,1.84,3144.0,,,,,,ExoplanetEU
SDSS J1057+2759 b,12.172974,13889.171,0.00292,0.0628,,,13300.0,0.0104,0.8,ExoplanetEU
SDSS J1110+0116,13.89916,2854.1134,,,,926.0,,,,ExoplanetEU
SDSS J1208+3550 b,,,0.00213,0.0367777,,,12000.0,0.0093,0.952,ExoplanetEU
SDSS J1212+0136 b,10.648549999999998,,0.00264,0.061407,,1600.0,10930.0,0.012,0.61,ExoplanetEU
